STATION,NAME,DATE,AWND,PGTM,PRCP,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT04,WT05,WT08,WT09
USW00025333,"SITKA AIRPORT, AK US",7/31/2021,4.47,1623,0,57,66,48,230,230,12.1,13,42.49,,,,,
USW00025333,"SITKA AIRPORT, AK US",8/1/2021,3.58,156,0.01,62.5,66,59,220,220,8.9,11,42.5,,,,,
USW00025333,"SITKA AIRPORT, AK US",8/2/2021,6.04,1306,0.05,58.5,62,55,210,210,16.1,19,42.55,,,,,
USW00025333,"SITKA AIRPORT, AK US",8/3/2021,4.92,1551,0.15,61,67,55,110,100,16.1,19,42.7,,,,,
USW00025333,"SITKA AIRPORT, AK US",8/4/2021,6.04,2042,0.4,62.5,65,60,200,190,18.1,23.9,43.1,,,,,
USW00025333,"SITKA AIRPORT, AK US",8/5/2021,5.14,1039,0,62,69,55,220,110,15,19,43.1,,,,,
USW00025333,"SITKA AIRPORT, AK US",8/6/2021,4.25,1134,0.04,59,63,55,200,210,15,19,43.14,,,,,
USW00025333,"SITKA AIRPORT, AK US",8/7/2021,6.71,1600,0.12,61.5,65,58,290,290,16.1,18.1,43.26,,,,1,
USW00025333,"SITKA AIRPORT, AK US",8/8/2021,8.05,2007,0.76,60,63,57,200,110,18.1,31.1,44.02,,,,,
USW00025333,"SITKA AIRPORT, AK US",8/9/2021,8.72,945,0.42,57,60,54,250,260,21,28,44.44,,,,,
USW00025333,"SITKA AIRPORT, AK US",8/10/2021,10.51,1136,0.2,57.5,60,55,240,230,21.9,29.1,44.64,,,,1,
USW00025333,"SITKA AIRPORT, AK US",8/11/2021,5.59,2105,0.1,58,61,55,220,220,15,19.9,44.74,,,,,
USW00025333,"SITKA AIRPORT, AK US",8/12/2021,5.82,2155,0.2,62,65,59,180,170,17,23,44.94,,,,,
USW00025333,"SITKA AIRPORT, AK US",8/13/2021,11.18,818,1.68,60.5,64,57,170,170,25.1,36.9,46.62,,,,,
USW00025333,"SITKA AIRPORT, AK US",8/14/2021,3.58,1744,0.27,56,60,52,220,230,10.1,13,46.89,,,,,
USW00025333,"SITKA AIRPORT, AK US",8/15/2021,3.13,248,0.25,54.5,58,51,320,320,13,15,47.14,,,,,
USW00025333,"SITKA AIRPORT, AK US",8/16/2021,6.26,1537,0,58.5,64,53,300,300,18.1,21,47.14,,,,,
USW00025333,"SITKA AIRPORT, AK US",8/17/2021,7.38,1611,1.22,55.5,58,53,110,100,16.1,21.9,48.36,,,,,
USW00025333,"SITKA AIRPORT, AK US",8/18/2021,5.82,1025,0.42,57.5,59,56,230,230,14.1,16.1,48.78,,,,,
USW00025333,"SITKA AIRPORT, AK US",8/19/2021,2.91,1252,0,59,63,55,230,240,8.9,10.1,48.78,,,,,
USW00025333,"SITKA AIRPORT, AK US",8/20/2021,5.59,1500,0.01,58,61,55,330,330,16.1,17,48.79,,,,,
USW00025333,"SITKA AIRPORT, AK US",8/21/2021,7.16,1525,0.09,57.5,63,52,290,290,23,25.1,48.88,,,,,
USW00025333,"SITKA AIRPORT, AK US",8/22/2021,4.47,1338,0,58.5,68,49,320,280,17,19.9,48.88,,,,,
USW00025333,"SITKA AIRPORT, AK US",8/23/2021,3.36,1421,0,55.5,61,50,310,230,12.1,14.1,48.88,,,,,
USW00025333,"SITKA AIRPORT, AK US",8/24/2021,6.49,554,0.75,57.5,59,56,220,220,18.1,23,49.63,,,,,
USW00025333,"SITKA AIRPORT, AK US",8/25/2021,3.13,448,0,57.5,60,55,330,330,8.1,8.9,49.63,,,,,
USW00025333,"SITKA AIRPORT, AK US",8/26/2021,5.59,1413,0.05,59,63,55,180,180,13,16.1,49.68,,,,,
USW00025333,"SITKA AIRPORT, AK US",8/27/2021,8.5,2340,0.47,58,60,56,110,110,25.9,32,50.15,,,,,
USW00025333,"SITKA AIRPORT, AK US",8/28/2021,11.41,146,1.64,55.5,60,51,110,110,23.9,31.1,51.79,,,,,
USW00025333,"SITKA AIRPORT, AK US",8/29/2021,4.92,0,0,55,60,50,90,90,8.9,11,51.79,,,,,
USW00025333,"SITKA AIRPORT, AK US",8/30/2021,9.62,1703,0,58.5,65,52,300,290,21,23,51.79,,,,,
USW00025333,"SITKA AIRPORT, AK US",8/31/2021,7.38,56,0,60,64,56,330,330,14.1,17,51.79,,,,,
USW00025333,"SITKA AIRPORT, AK US",9/1/2021,6.93,1410,0.18,58.5,61,56,190,210,15,19,51.97,,,,,
USW00025333,"SITKA AIRPORT, AK US",9/2/2021,7.38,117,0.44,59.5,63,56,110,110,17,21.9,52.41,,,,,
USW00025333,"SITKA AIRPORT, AK US",9/3/2021,5.82,1624,0.37,58.5,60,57,200,210,17,23.9,52.78,,,,,
USW00025333,"SITKA AIRPORT, AK US",9/4/2021,3.58,2345,0.12,57.5,60,55,280,280,12.1,13,52.9,,,,,
USW00025333,"SITKA AIRPORT, AK US",9/5/2021,8.5,542,0.58,57.5,59,56,220,210,15,18.1,53.48,,,,,
USW00025333,"SITKA AIRPORT, AK US",9/6/2021,3.36,721,0.31,57.5,61,54,110,110,13,15,53.79,,,,,
USW00025333,"SITKA AIRPORT, AK US",9/7/2021,5.82,907,0.49,59,64,54,110,40,18.1,23,54.28,,,,,
USW00025333,"SITKA AIRPORT, AK US",9/8/2021,5.37,1615,0.19,57,60,54,290,290,17,19,54.47,,,,,
USW00025333,"SITKA AIRPORT, AK US",9/9/2021,8.72,2351,0.11,57.5,61,54,130,120,23.9,32,54.58,,,,,
USW00025333,"SITKA AIRPORT, AK US",9/10/2021,15.43,0,0.61,59,62,56,130,130,25.1,32,55.19,,,,,
USW00025333,"SITKA AIRPORT, AK US",9/11/2021,6.93,430,1.62,56.5,58,55,170,180,19.9,25.9,56.81,,,,,
USW00025333,"SITKA AIRPORT, AK US",9/12/2021,6.93,1129,0.06,56,58,54,210,190,15,21,56.87,,,,,
USW00025333,"SITKA AIRPORT, AK US",9/13/2021,9.62,506,0.29,54.5,58,51,110,100,21.9,29.1,57.16,,,,,
USW00025333,"SITKA AIRPORT, AK US",9/14/2021,6.71,1459,0.44,51.5,55,48,260,260,21,25.1,57.6,,,,,
USW00025333,"SITKA AIRPORT, AK US",9/15/2021,6.49,1238,0.24,51.5,55,48,220,220,18.1,21.9,57.84,,,,,
USW00025333,"SITKA AIRPORT, AK US",9/16/2021,,,0.11,52.5,55,50,130,130,21.9,31.1,57.95,,,,,
USW00025333,"SITKA AIRPORT, AK US",9/17/2021,8.28,2009,0.07,52,56,48,120,130,23.9,31.1,58.02,,,,,
USW00025333,"SITKA AIRPORT, AK US",9/18/2021,1.12,1848,0.31,52,55,49,310,310,10.1,11,58.33,,,,,
USW00025333,"SITKA AIRPORT, AK US",9/19/2021,2.91,2158,0,52.5,57,48,160,160,10.1,13,58.33,,,,,
USW00025333,"SITKA AIRPORT, AK US",9/20/2021,16.11,839,0.43,54.5,58,51,100,110,33.1,44.1,58.76,,,,,
USW00025333,"SITKA AIRPORT, AK US",9/21/2021,16.11,1912,0.73,52,57,47,250,260,31.1,40,59.49,,,,,
USW00025333,"SITKA AIRPORT, AK US",9/22/2021,10.74,112,0.04,50,54,46,230,230,28,38,59.53,,,,,
USW00025333,"SITKA AIRPORT, AK US",9/23/2021,15.88,741,0.46,56,60,52,100,100,29.1,38,59.99,,,,,
USW00025333,"SITKA AIRPORT, AK US",9/24/2021,10.51,12,0.29,52,57,47,230,190,29.1,38,60.28,,,,,
USW00025333,"SITKA AIRPORT, AK US",9/25/2021,4.03,347,0.11,49,53,45,100,100,12.1,14.1,60.39,,,,,
USW00025333,"SITKA AIRPORT, AK US",9/26/2021,4.25,1552,0.07,50.5,58,43,130,120,13,16.1,60.46,,,,,
USW00025333,"SITKA AIRPORT, AK US",9/27/2021,4.47,1507,0.4,48.5,51,46,300,310,15,16.1,60.86,,,,,
USW00025333,"SITKA AIRPORT, AK US",9/28/2021,10.07,2253,0.03,49.5,55,44,100,100,23,31.1,60.89,,,,,
USW00025333,"SITKA AIRPORT, AK US",9/29/2021,11.41,429,0.09,52,55,49,110,110,29.1,35.1,60.98,,,,,
USW00025333,"SITKA AIRPORT, AK US",9/30/2021,10.29,2322,0.5,50,53,47,170,160,25.9,38,61.48,,,,,
USW00025333,"SITKA AIRPORT, AK US",10/1/2021,22.82,1744,2.71,50,53,47,230,170,46.1,74.9,64.19,,,,,
USW00025333,"SITKA AIRPORT, AK US",10/2/2021,13.87,0,0.49,46,52,40,230,240,45,55.9,64.68,,,,1,
USW00025333,"SITKA AIRPORT, AK US",10/3/2021,6.71,1538,0.37,42.5,48,37,170,160,16.1,21,65.05,,,,,
USW00025333,"SITKA AIRPORT, AK US",10/4/2021,3.8,1631,0,43,51,35,330,320,14.1,15,65.05,,,,,
USW00025333,"SITKA AIRPORT, AK US",10/5/2021,5.37,1451,0,43,52,34,310,320,17,19.9,65.05,,,,,
USW00025333,"SITKA AIRPORT, AK US",10/6/2021,4.92,2359,0.01,43,51,35,110,110,16.1,21,65.06,,,,,
USW00025333,"SITKA AIRPORT, AK US",10/7/2021,11.41,926,0.27,49,52,46,110,110,23.9,30,65.33,,,,,
USW00025333,"SITKA AIRPORT, AK US",10/8/2021,12.97,1825,0.75,48.5,51,46,100,100,28,35.1,66.08,,,,,
USW00025333,"SITKA AIRPORT, AK US",10/9/2021,11.41,211,0.6,47,51,43,230,220,28,33.1,66.68,,,1,1,
USW00025333,"SITKA AIRPORT, AK US",10/10/2021,5.59,105,0.08,47.5,52,43,100,100,13,14.1,66.76,,,,,
USW00025333,"SITKA AIRPORT, AK US",10/11/2021,17.67,2119,0.93,46,48,44,110,110,42.9,53.9,67.69,,,,,
USW00025333,"SITKA AIRPORT, AK US",10/12/2021,14.76,1533,0.93,46.5,51,42,230,230,29.1,35.1,68.62,,,,,
USW00025333,"SITKA AIRPORT, AK US",10/13/2021,13.87,417,0.85,47.5,50,45,220,100,25.9,32,69.47,,,,,
USW00025333,"SITKA AIRPORT, AK US",10/14/2021,9.4,329,0.87,43.5,49,38,220,220,21,25.9,70.34,,,,,
USW00025333,"SITKA AIRPORT, AK US",10/15/2021,7.16,1556,0.19,43.5,49,38,110,160,14.1,19.9,70.53,,,,,
USW00025333,"SITKA AIRPORT, AK US",10/16/2021,4.7,1620,0,41.5,48,35,330,330,14.1,15,70.53,,,,,
USW00025333,"SITKA AIRPORT, AK US",10/17/2021,7.38,2046,0,40.5,48,33,110,110,21,25.1,70.53,,,,,
USW00025333,"SITKA AIRPORT, AK US",10/18/2021,19.46,2101,0,49,52,46,110,130,32,46.1,70.53,,,,,
USW00025333,"SITKA AIRPORT, AK US",10/19/2021,18.57,724,0,52.5,55,50,120,130,28,38,70.53,,,,,
USW00025333,"SITKA AIRPORT, AK US",10/20/2021,14.99,151,0.06,51,56,46,110,110,28,40,70.59,,,,,
USW00025333,"SITKA AIRPORT, AK US",10/21/2021,9.84,2003,0.06,50,56,44,130,120,21.9,27.1,70.65,,,,,
USW00025333,"SITKA AIRPORT, AK US",10/22/2021,16.11,959,0.51,50.5,55,46,180,180,30,40.9,71.16,,,,,
USW00025333,"SITKA AIRPORT, AK US",10/23/2021,11.86,313,0.06,46.5,51,42,140,130,23,30,71.22,,,,,
USW00025333,"SITKA AIRPORT, AK US",10/24/2021,3.13,111,0,44.5,51,38,110,120,14.1,17,71.22,,,,,
USW00025333,"SITKA AIRPORT, AK US",10/25/2021,2.46,828,0,42.5,49,36,110,100,8.1,10.1,71.22,,,,,
USW00025333,"SITKA AIRPORT, AK US",10/26/2021,7.61,1144,0.08,47.5,52,43,110,100,17,23,71.3,,,,,
USW00025333,"SITKA AIRPORT, AK US",10/27/2021,9.4,1520,1.46,42,47,37,220,160,25.1,32,72.76,,,,,
USW00025333,"SITKA AIRPORT, AK US",10/28/2021,9.4,2339,0.23,40.5,44,37,110,100,23,27.1,72.99,,,,,
USW00025333,"SITKA AIRPORT, AK US",10/29/2021,9.62,434,0.4,41,44,38,220,120,23,30,73.39,,,,,
USW00025333,"SITKA AIRPORT, AK US",10/30/2021,8.72,1333,0,43.5,49,38,110,130,16.1,21,73.39,,,,,
USW00025333,"SITKA AIRPORT, AK US",10/31/2021,6.71,2337,0,45,54,36,100,100,16.1,21.9,73.39,,,,,
USW00025333,"SITKA AIRPORT, AK US",11/1/2021,10.96,2325,0,53,59,47,110,120,25.1,32,73.39,,,,,
USW00025333,"SITKA AIRPORT, AK US",11/2/2021,14.99,1904,0.05,51,55,47,130,140,23.9,31.1,73.44,,,,,
USW00025333,"SITKA AIRPORT, AK US",11/3/2021,6.93,21,0.27,42,48,36,250,180,18.1,21.9,73.71,,,,,
USW00025333,"SITKA AIRPORT, AK US",11/4/2021,2.91,1749,0.26,40,46,34,130,130,15,19,73.97,,,,,
USW00025333,"SITKA AIRPORT, AK US",11/5/2021,8.28,1108,0.03,45.5,50,41,120,130,18.1,21.9,74,,,,,
USW00025333,"SITKA AIRPORT, AK US",11/6/2021,9.62,643,0.36,40,48,32,160,180,23.9,30,74.36,,,,,
USW00025333,"SITKA AIRPORT, AK US",11/7/2021,6.93,2359,0,39.5,47,32,110,100,19.9,25.9,74.36,,,,,
USW00025333,"SITKA AIRPORT, AK US",11/8/2021,10.96,2252,0,42.5,46,39,100,110,21.9,35.1,74.36,,,,,
USW00025333,"SITKA AIRPORT, AK US",11/9/2021,6.49,325,0.29,41.5,45,38,110,100,23.9,34,74.65,,,,,
USW00025333,"SITKA AIRPORT, AK US",11/10/2021,5.37,1041,0.03,39.5,44,35,100,120,10.1,13,74.68,,,,,
USW00025333,"SITKA AIRPORT, AK US",11/11/2021,15.66,1827,0.05,41.5,47,36,120,120,25.9,35.1,74.73,,,,,
USW00025333,"SITKA AIRPORT, AK US",11/12/2021,17,1405,0.91,42,47,37,250,240,36,48.1,75.64,,,,1,
USW00025333,"SITKA AIRPORT, AK US",11/13/2021,6.26,244,0.24,36.5,41,32,80,130,14.1,17,75.88,,,,,
USW00025333,"SITKA AIRPORT, AK US",11/14/2021,3.8,1833,0.21,37,42,32,190,190,17,23.9,76.09,,,,,
USW00025333,"SITKA AIRPORT, AK US",11/15/2021,5.14,2356,0.08,34.5,39,30,80,90,13,15,76.17,,,,,
USW00025333,"SITKA AIRPORT, AK US",11/16/2021,14.09,1725,0.56,40,46,34,230,180,30,42.1,76.73,,,,,
USW00025333,"SITKA AIRPORT, AK US",11/17/2021,12.53,148,0.48,40.5,45,36,220,200,31.1,40,77.21,,,,1,
USW00025333,"SITKA AIRPORT, AK US",11/18/2021,12.75,623,0.18,36.5,42,31,260,260,32,45,77.39,,,,,
USW00025333,"SITKA AIRPORT, AK US",11/19/2021,4.92,100,0.03,32,36,28,180,170,13,17,77.42,,,,,
USW00025333,"SITKA AIRPORT, AK US",11/20/2021,16.11,1515,0.26,36.5,46,27,100,100,36,49,77.68,,,,,
USW00025333,"SITKA AIRPORT, AK US",11/21/2021,14.54,816,0.76,42.5,47,38,180,180,36,49,78.44,,,,,
USW00025333,"SITKA AIRPORT, AK US",11/22/2021,9.84,901,0.21,38,42,34,290,290,25.1,30,78.65,,,,,
USW00025333,"SITKA AIRPORT, AK US",11/23/2021,9.62,2352,0.29,36.5,40,33,110,100,23,32,78.94,,,,,
USW00025333,"SITKA AIRPORT, AK US",11/24/2021,16.55,426,0.29,43,46,40,110,100,32,42.1,79.23,,,,,
USW00025333,"SITKA AIRPORT, AK US",11/25/2021,11.86,2332,1.72,40.5,48,33,230,230,35.1,42.9,80.95,,,,,
USW00025333,"SITKA AIRPORT, AK US",11/26/2021,10.51,348,0.18,36,39,33,240,220,33.1,45,81.13,,,,,
USW00025333,"SITKA AIRPORT, AK US",11/27/2021,5.82,227,0.29,36.5,39,34,110,110,15,19,81.42,,,,,
USW00025333,"SITKA AIRPORT, AK US",11/28/2021,9.62,2129,0.25,34,37,31,260,240,28,34,81.67,,,,,
USW00025333,"SITKA AIRPORT, AK US",11/29/2021,13.87,1610,0.04,36.5,40,33,110,100,28,35.1,81.71,,,,,
USW00025333,"SITKA AIRPORT, AK US",11/30/2021,11.86,1804,0.7,40,44,36,260,240,25.1,35.1,82.41,,,,,
USW00025333,"SITKA AIRPORT, AK US",12/1/2021,15.21,1218,0.09,38.5,43,34,230,250,35.1,49,82.5,,,,,
USW00025333,"SITKA AIRPORT, AK US",12/2/2021,9.84,1829,0.6,34.5,38,31,220,130,21,23.9,83.1,,,,,
USW00025333,"SITKA AIRPORT, AK US",12/3/2021,6.49,537,0.06,28,33,23,120,110,16.1,21,83.16,,,,,
USW00025333,"SITKA AIRPORT, AK US",12/4/2021,4.7,1230,0.02,27,33,21,130,130,10.1,12.1,83.18,,,,,
USW00025333,"SITKA AIRPORT, AK US",12/5/2021,7.38,1226,0.01,33.5,37,30,110,110,16.1,21.9,83.19,,,,,
USW00025333,"SITKA AIRPORT, AK US",12/6/2021,5.59,2355,0,32,37,27,100,100,21,25.1,83.19,,,,,
USW00025333,"SITKA AIRPORT, AK US",12/7/2021,16.33,1246,0.34,39,43,35,250,250,31.1,38,83.53,,,,,
USW00025333,"SITKA AIRPORT, AK US",12/8/2021,11.86,1231,0.23,37.5,40,35,260,270,23.9,30,83.76,,,,,
USW00025333,"SITKA AIRPORT, AK US",12/9/2021,10.07,716,0.5,37.5,40,35,280,290,28,34,84.26,,,,,
USW00025333,"SITKA AIRPORT, AK US",12/10/2021,14.32,1057,0.43,37,42,32,230,220,32,38,84.69,,,,,
USW00025333,"SITKA AIRPORT, AK US",12/11/2021,9.4,2315,0.1,33,36,30,100,100,25.1,36,84.79,,,,,
USW00025333,"SITKA AIRPORT, AK US",12/12/2021,10.96,7,0.01,34.5,37,32,110,110,25.1,36,84.8,,,,,
USW00025333,"SITKA AIRPORT, AK US",12/13/2021,4.25,231,0,29,35,23,80,70,25.1,31.1,84.8,,,,,
USW00025333,"SITKA AIRPORT, AK US",12/14/2021,4.03,1200,0,27,32,22,100,100,21,25.9,84.8,,,,,
USW00025333,"SITKA AIRPORT, AK US",12/15/2021,2.68,2359,0.05,29,35,23,340,340,10.1,12.1,84.85,,,,,
USW00025333,"SITKA AIRPORT, AK US",12/16/2021,4.7,2331,0.04,34,36,32,100,110,15,18.1,84.89,,,,,
USW00025333,"SITKA AIRPORT, AK US",12/17/2021,6.71,952,0,36.5,39,34,110,120,16.1,19.9,84.89,,,,,
USW00025333,"SITKA AIRPORT, AK US",12/18/2021,4.25,1349,0,32,38,26,340,330,15,18.1,84.89,,,,,
USW00025333,"SITKA AIRPORT, AK US",12/19/2021,3.58,1324,0,32,39,25,310,320,12.1,14.1,84.89,,,,,
USW00025333,"SITKA AIRPORT, AK US",12/20/2021,5.14,2254,0,30,37,23,120,130,12.1,13,84.89,,,,,
USW00025333,"SITKA AIRPORT, AK US",12/21/2021,8.95,1949,0.89,36,39,33,20,40,25.1,36.9,85.78,,,,,
USW00025333,"SITKA AIRPORT, AK US",12/22/2021,7.16,143,0,30,38,22,340,10,23,34,85.78,,,,,
USW00025333,"SITKA AIRPORT, AK US",12/23/2021,5.14,2143,0.04,29,32,26,20,20,23.9,38,85.82,,,,,
USW00025333,"SITKA AIRPORT, AK US",12/24/2021,9.84,1647,0,26,30,22,330,350,25.1,34,85.82,,,,,
USW00025333,"SITKA AIRPORT, AK US",12/25/2021,4.7,111,0,21,26,16,20,10,21.9,36,85.82,,,,,
USW00025333,"SITKA AIRPORT, AK US",12/26/2021,5.37,2343,0.01,24,31,17,100,100,16.1,21,85.83,,,,,
USW00025333,"SITKA AIRPORT, AK US",12/27/2021,8.5,130,0.01,32,35,29,320,110,19.9,23,85.84,,,,,
USW00025333,"SITKA AIRPORT, AK US",12/28/2021,4.25,2301,0,31,35,27,110,100,10.1,13,85.84,,,,,
USW00025333,"SITKA AIRPORT, AK US",12/29/2021,10.07,1649,0.09,36,41,31,330,320,28,31.1,85.93,,,,,
USW00025333,"SITKA AIRPORT, AK US",12/30/2021,3.36,1447,0,32,38,26,330,320,10.1,11,85.93,,,,,
USW00025333,"SITKA AIRPORT, AK US",12/31/2021,12.53,1643,1,35,39,31,110,110,23.9,30,86.93,,,,,
